time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-04 00:00:00+00:00,21,9,1,1
2026-07-05 00:00:00+00:00,18,9,1,1
2026-07-06 00:00:00+00:00,9,4,0,0
2026-07-07 00:00:00+00:00,20,7,1,1
2026-07-08 00:00:00+00:00,19,6,0,0
2026-07-09 00:00:00+00:00,15,6,0,0
2026-07-10 00:00:00+00:00,1,1,4,3
2026-07-11 00:00:00+00:00,11,6,1,1
2026-07-12 00:00:00+00:00,28,10,0,0
2026-07-13 00:00:00+00:00,22,8,2,2
2026-07-14 00:00:00+00:00,25,8,0,0
2026-07-15 00:00:00+00:00,17,8,1,1
2026-07-16 00:00:00+00:00,10,6,0,0
2026-07-17 00:00:00+00:00,3,2,1,1
