time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-24 00:00:00+00:00,79,27,0,0
2026-04-25 00:00:00+00:00,60,23,0,0
2026-04-26 00:00:00+00:00,7,3,0,0
2026-04-27 00:00:00+00:00,7,3,0,0
2026-04-28 00:00:00+00:00,13,4,1,1
2026-04-29 00:00:00+00:00,40,10,2,1
2026-04-30 00:00:00+00:00,20,6,1,1
2026-05-01 00:00:00+00:00,27,7,0,0
2026-05-02 00:00:00+00:00,36,9,0,0
2026-05-03 00:00:00+00:00,20,7,7,1
2026-05-04 00:00:00+00:00,28,11,1,1
2026-05-05 00:00:00+00:00,30,8,4,1
2026-05-06 00:00:00+00:00,27,9,6,3
2026-05-07 00:00:00+00:00,8,3,1,1
