time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-01 00:00:00+00:00,18,9,0,0
2026-06-02 00:00:00+00:00,10,4,3,3
2026-06-03 00:00:00+00:00,20,6,3,3
2026-06-04 00:00:00+00:00,27,19,5,3
2026-06-05 00:00:00+00:00,106,39,2,1
2026-06-06 00:00:00+00:00,14,7,0,0
2026-06-07 00:00:00+00:00,16,7,1,1
2026-06-08 00:00:00+00:00,29,12,1,1
2026-06-09 00:00:00+00:00,7,3,0,0
2026-06-10 00:00:00+00:00,26,13,1,1
2026-06-11 00:00:00+00:00,10,5,0,0
2026-06-12 00:00:00+00:00,23,7,0,0
2026-06-13 00:00:00+00:00,23,6,0,0
2026-06-14 00:00:00+00:00,36,16,1,1
