time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-26 00:00:00+00:00,9,8,13.0,3.0
2025-10-27 00:00:00+00:00,21,9,8.0,1.0
2025-10-28 00:00:00+00:00,12,6,,
2025-10-29 00:00:00+00:00,3,2,1.0,1.0
2025-10-30 00:00:00+00:00,7,4,1.0,1.0
2025-10-31 00:00:00+00:00,16,6,1.0,1.0
2025-11-01 00:00:00+00:00,9,3,1.0,1.0
2025-11-02 00:00:00+00:00,8,3,,
2025-11-03 00:00:00+00:00,20,9,13.0,2.0
2025-11-04 00:00:00+00:00,15,6,1.0,1.0
2025-11-05 00:00:00+00:00,9,6,,
2025-11-06 00:00:00+00:00,21,9,,
2025-11-07 00:00:00+00:00,8,3,3.0,2.0
2025-11-08 00:00:00+00:00,9,3,,
