time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-18 00:00:00+00:00,3,3,0,0
2026-08-19 00:00:00+00:00,3,3,6,3
2026-08-20 00:00:00+00:00,15,10,0,0
2026-08-21 00:00:00+00:00,19,19,25,2
2026-08-22 00:00:00+00:00,9,9,0,0
2026-08-23 00:00:00+00:00,1,1,0,0
2026-08-24 00:00:00+00:00,5,2,11,11
2026-08-25 00:00:00+00:00,1,1,0,0
2026-08-26 00:00:00+00:00,4,3,0,0
2026-08-27 00:00:00+00:00,6,6,32,1
2026-08-28 00:00:00+00:00,9,3,10,1
2026-08-29 00:00:00+00:00,1,1,0,0
2026-08-30 00:00:00+00:00,1,1,1,1
2026-08-31 00:00:00+00:00,7,7,0,0
